ESTADO_CIVIL,COLEGIO_DEPA,GRADO_INSTRUCCION_MADRE,GRADO_INSTRUCCION_PADRE,NECESIDADES_EDUCATIVAS_ESPECIALES,NOTA_PROMEDIO,DOMICILIO_DEPA,ANIO_NACIMIENTO,NACIMIENTO_DEPA,SEXO,MODALIDAD,FACULTAD,ESPECIALIDAD,CICLO_RELATIVO,CATEGORIA_OBJETIVO_TARGET
1,15,3,3,0,16.61,15,1990,15,1,12,5,18,3,MATRICULADO
1,1,2,4,0,16.61,15,1991,15,0,9,10,19,3,MATRICULADO
2,15,6,4,0,16.6,15,1991,15,0,12,3,7,3,MATRICULADO
1,15,4,3,0,16.6,15,1988,15,1,12,1,1,3,MATRICULADO
1,15,3,8,0,16.6,15,1993,12,1,12,2,2,3,MATRICULADO
1,12,4,1,0,16.6,12,1987,12,1,12,2,2,3,MATRICULADO
1,15,5,9,0,16.6,15,1995,15,1,9,2,2,3,MATRICULADO
1,15,3,6,0,16.6,15,1998,15,0,17,3,7,3,MATRICULADO
1,15,9,3,0,16.6,15,1993,15,0,9,5,18,3,MATRICULADO
2,7,3,3,0,16.6,7,1995,7,0,11,8,12,3,MATRICULADO
1,15,4,5,0,16.6,15,1995,15,0,12,8,13,3,MATRICULADO
1,15,4,1,0,16.6,15,1996,15,1,9,6,9,3,MATRICULADO
1,10,1,8,0,16.6,15,1997,10,0,12,7,22,3,MATRICULADO
1,15,8,1,0,16.58,15,1994,15,0,12,7,22,3,MATRICULADO
1,15,5,5,0,16.58,15,1996,5,1,9,3,4,3,MATRICULADO
1,15,4,2,0,16.58,15,1996,15,1,12,2,2,3,MATRICULADO
1,11,12,13,0,16.58,1,1998,7,0,12,2,3,3,MATRICULADO
2,15,9,4,0,16.57,15,1998,15,1,12,1,24,3,MATRICULADO
1,15,5,5,0,16.57,15,1998,10,0,12,1,26,3,MATRICULADO
1,15,4,5,1,16.56,1,1997,15,1,12,3,4,3,MATRICULADO
1,15,5,3,0,16.56,15,1995,10,0,12,5,17,3,MATRICULADO
2,15,3,5,0,16.56,15,1992,15,0,12,8,13,3,MATRICULADO
2,15,3,9,0,16.56,15,1994,15,0,9,8,12,3,MATRICULADO
1,15,9,3,0,16.56,15,1991,15,0,12,8,12,3,MATRICULADO
1,15,4,4,0,16.56,15,1994,12,0,11,1,26,3,MATRICULADO
1,12,8,4,0,16.56,15,1994,12,1,12,8,12,3,MATRICULADO
1,15,5,3,0,16.56,15,1996,15,1,9,4,16,3,MATRICULADO
1,15,4,1,0,16.56,15,1996,15,0,12,8,12,3,MATRICULADO
1,15,6,4,0,16.55,1,1994,15,1,9,1,26,3,MATRICULADO
1,5,4,3,0,16.55,15,1995,5,1,12,1,24,3,MATRICULADO
1,15,4,10,0,16.54,14,1996,15,1,9,5,18,3,MATRICULADO
1,15,1,3,0,16.54,15,1994,15,1,12,3,4,3,MATRICULADO
1,15,10,8,1,16.54,15,1991,15,1,9,5,18,3,MATRICULADO
5,15,1,4,0,16.53,15,1995,15,0,12,1,1,3,MATRICULADO
1,15,4,4,0,16.53,14,1994,15,1,12,3,4,3,MATRICULADO
1,7,6,1,0,16.53,15,1992,15,1,12,10,19,3,MATRICULADO
2,15,3,4,0,16.53,15,1995,15,0,12,10,19,3,MATRICULADO
1,15,7,1,0,16.53,15,1995,12,1,12,5,17,3,MATRICULADO
1,15,5,3,0,16.53,14,1996,15,0,12,2,2,3,MATRICULADO
1,15,4,7,0,16.53,15,1996,15,1,12,4,5,3,MATRICULADO
1,15,3,7,0,16.53,15,1995,15,0,12,10,19,3,MATRICULADO
1,15,4,9,0,16.53,15,1997,19,1,9,2,2,3,MATRICULADO
1,7,7,1,0,16.53,15,1998,15,0,12,6,20,3,MATRICULADO
1,21,1,10,0,16.53,15,1991,21,1,9,1,26,3,MATRICULADO
1,15,7,5,0,16.52,14,1993,20,0,12,5,18,3,MATRICULADO
1,15,7,4,0,16.52,15,1995,15,0,12,8,12,3,MATRICULADO
1,15,4,7,0,16.52,15,1996,15,0,12,5,8,3,MATRICULADO
1,15,4,1,0,16.51,7,1968,12,0,12,9,15,3,MATRICULADO
1,15,9,5,0,16.51,8,1995,15,0,12,10,19,3,MATRICULADO
1,15,3,4,0,16.51,15,1995,15,0,12,3,4,3,MATRICULADO
1,15,5,4,0,16.51,14,1997,15,1,12,3,4,3,MATRICULADO
1,15,10,3,1,16.51,15,1996,15,0,8,1,1,3,MATRICULADO
1,15,4,4,0,16.51,15,1992,12,1,12,1,24,3,MATRICULADO
1,15,5,4,0,16.51,15,1994,15,0,12,1,26,3,MATRICULADO
1,15,3,1,0,16.51,15,1995,15,0,12,1,1,3,MATRICULADO
1,15,3,4,0,16.51,15,1993,12,1,9,1,26,3,MATRICULADO
1,15,6,6,0,16.51,15,1996,7,1,8,8,12,3,MATRICULADO
1,15,1,4,0,16.51,15,1994,15,0,12,1,24,3,MATRICULADO
1,15,1,3,0,16.51,14,1995,15,1,9,4,16,3,MATRICULADO
1,15,4,6,0,16.5,15,1996,15,0,12,1,26,3,MATRICULADO
2,15,3,3,0,16.5,14,1994,21,1,12,3,4,3,MATRICULADO
1,12,4,3,0,16.49,15,1997,12,1,1,1,1,3,MATRICULADO
1,15,8,6,0,16.49,14,1997,15,1,12,5,17,3,MATRICULADO
1,15,4,2,0,16.49,15,1994,20,0,9,7,11,3,MATRICULADO
1,7,1,6,0,16.49,7,1998,15,0,1,9,25,3,MATRICULADO
1,15,5,4,0,16.49,15,1996,15,1,9,9,25,3,MATRICULADO
1,15,9,4,0,16.49,15,1996,15,1,12,1,24,3,MATRICULADO
1,15,4,8,0,16.49,15,1996,2,1,12,4,5,3,MATRICULADO
1,15,4,3,0,16.49,15,1993,6,1,9,4,16,3,MATRICULADO
1,15,1,7,0,16.48,15,1997,15,0,12,4,5,3,MATRICULADO
2,12,1,6,0,16.48,15,1995,12,1,1,1,26,3,MATRICULADO
1,19,1,6,0,16.48,14,1983,19,0,9,2,2,3,MATRICULADO
1,15,1,5,0,16.48,14,1993,15,1,12,3,4,3,MATRICULADO
1,15,6,10,0,16.48,15,1996,15,0,9,4,6,3,MATRICULADO
1,15,9,5,0,16.48,15,1992,15,0,9,9,21,3,MATRICULADO
1,15,4,4,0,16.48,15,1996,15,0,12,9,21,3,MATRICULADO
2,15,6,3,0,16.47,15,1994,7,1,12,9,25,3,MATRICULADO
2,15,1,8,0,16.47,1,1994,12,0,11,1,26,3,MATRICULADO
1,15,5,8,0,16.46,15,1996,15,0,8,5,8,3,MATRICULADO
2,15,5,4,0,16.46,15,1998,12,1,12,5,17,3,MATRICULADO
1,15,4,9,0,16.46,1,1995,15,0,12,4,6,3,MATRICULADO
1,15,4,1,0,16.46,15,1993,2,1,12,5,17,3,MATRICULADO
1,15,4,1,0,16.46,15,1994,20,1,9,1,26,3,MATRICULADO
1,12,3,8,0,16.46,15,1993,12,0,9,3,7,3,MATRICULADO
1,15,9,12,0,16.46,15,1995,4,0,12,3,4,3,MATRICULADO
1,15,4,4,0,16.46,15,1997,15,1,9,1,1,3,MATRICULADO
1,15,9,1,0,16.46,14,1995,15,1,9,2,2,3,MATRICULADO
1,15,9,4,0,16.46,15,1998,15,1,1,5,8,3,MATRICULADO
1,15,8,11,0,16.46,15,1995,15,1,12,5,8,3,MATRICULADO
1,15,6,3,0,16.46,15,1996,15,1,9,6,10,3,MATRICULADO
1,15,3,3,1,16.45,15,1996,15,0,12,6,20,3,MATRICULADO
1,15,9,4,0,16.45,15,1996,15,1,9,9,15,3,MATRICULADO
1,15,6,1,0,16.45,15,1994,15,0,12,2,2,3,MATRICULADO
1,15,4,1,0,16.45,15,1998,15,1,12,3,7,3,MATRICULADO
1,7,9,4,0,16.44,7,1995,15,1,12,7,11,3,MATRICULADO
1,8,1,5,0,16.44,15,1998,8,1,1,9,21,3,MATRICULADO
1,15,4,8,0,16.43,14,1997,12,0,12,3,7,3,MATRICULADO
1,15,3,4,0,16.43,15,1994,15,0,12,9,27,3,MATRICULADO
1,15,1,5,0,16.43,14,1996,15,0,12,3,7,3,MATRICULADO
1,15,4,3,0,16.43,15,1992,15,1,11,1,1,3,MATRICULADO
1,15,3,1,0,16.43,15,1993,15,0,12,3,4,3,MATRICULADO
2,15,1,2,0,16.43,15,1995,15,1,12,3,4,3,MATRICULADO
1,15,3,4,0,16.43,15,1993,15,1,12,1,1,3,MATRICULADO
1,12,5,10,0,16.43,15,1996,15,0,12,4,14,3,MATRICULADO
1,15,4,10,0,16.42,1,1993,15,1,12,3,4,3,MATRICULADO
1,15,4,1,0,16.42,15,1995,15,1,9,4,16,3,MATRICULADO
1,15,3,4,0,16.41,15,1990,15,0,12,1,26,3,MATRICULADO
1,15,1,1,0,16.41,15,1992,15,1,12,5,17,3,MATRICULADO
1,15,5,4,0,16.41,15,1994,15,0,10,9,15,3,MATRICULADO
1,15,5,6,0,16.41,15,1995,15,0,12,10,19,3,MATRICULADO
1,15,5,1,0,16.41,15,1994,15,1,9,9,25,3,MATRICULADO
1,15,4,4,0,16.41,15,1992,12,0,12,6,9,3,MATRICULADO
1,15,6,1,1,16.4,15,1992,15,0,12,10,19,3,MATRICULADO
1,15,3,4,0,16.4,15,1986,15,0,12,1,26,3,MATRICULADO
1,7,3,6,0,16.4,7,1977,15,0,12,4,16,3,MATRICULADO
1,15,6,1,0,16.4,15,1985,15,0,12,1,24,3,MATRICULADO
2,15,1,1,0,16.39,15,1975,15,0,12,1,24,3,MATRICULADO
1,15,1,11,0,16.39,15,1988,15,1,12,8,13,3,MATRICULADO
1,15,1,4,0,16.39,15,1980,15,0,1,1,26,3,MATRICULADO
1,15,7,4,0,16.39,15,1984,15,0,1,1,24,3,MATRICULADO
2,15,5,5,0,16.39,15,1988,15,0,12,6,20,3,MATRICULADO
1,15,1,4,0,16.39,15,1995,15,1,9,10,19,3,MATRICULADO
1,7,7,4,0,16.39,7,1995,15,1,12,4,16,3,MATRICULADO
1,3,10,4,0,16.39,15,1995,3,1,12,6,20,3,MATRICULADO
1,15,1,3,0,16.39,14,1981,15,0,14,3,7,3,MATRICULADO
1,15,10,4,0,16.38,15,1998,15,1,12,9,21,3,MATRICULADO
1,15,1,5,0,16.38,15,1994,15,0,12,1,1,3,MATRICULADO
1,15,5,3,0,16.37,15,1996,15,0,12,8,13,3,MATRICULADO
1,15,3,6,0,16.37,15,1971,12,1,10,5,17,3,MATRICULADO
1,15,4,9,0,16.37,15,1997,15,1,9,6,9,3,MATRICULADO
1,12,3,3,0,16.34,12,1996,12,1,1,5,18,3,MATRICULADO
1,15,4,1,0,16.34,15,1997,15,0,12,3,4,3,MATRICULADO
1,15,4,3,0,16.34,15,1997,15,1,12,2,2,3,MATRICULADO
1,2,6,4,0,16.34,15,1996,2,1,12,7,22,3,MATRICULADO
1,15,3,3,0,16.34,15,1993,13,1,16,3,7,3,MATRICULADO
1,18,3,9,1,16.34,15,1988,18,1,12,6,10,3,MATRICULADO
1,15,10,6,0,16.34,15,1996,15,1,9,1,26,3,MATRICULADO
1,15,4,1,0,16.33,15,1994,15,1,8,1,26,3,MATRICULADO
1,15,4,4,0,16.33,15,1992,15,0,12,9,23,3,MATRICULADO
1,15,6,1,0,16.33,15,1988,15,0,12,1,1,3,MATRICULADO
1,12,4,3,0,16.33,15,1992,12,1,9,6,9,3,MATRICULADO
1,15,5,4,0,16.33,15,1995,15,0,12,4,16,3,MATRICULADO
1,15,11,10,0,16.32,15,1996,15,1,9,10,19,3,MATRICULADO
1,15,6,5,0,16.32,15,1997,15,0,8,1,24,3,MATRICULADO
4,15,4,3,0,16.32,15,1996,15,0,12,10,19,3,MATRICULADO
1,15,6,1,0,16.32,15,1994,15,0,12,3,7,3,MATRICULADO
1,15,11,1,0,16.32,15,1989,15,0,9,10,19,3,MATRICULADO
1,7,3,4,0,16.32,15,1997,15,0,12,9,25,3,MATRICULADO
1,15,5,10,0,16.32,15,1998,7,1,9,3,7,3,MATRICULADO
1,2,3,6,0,16.32,15,1994,2,0,12,9,27,3,MATRICULADO
1,15,5,9,0,16.32,15,1994,15,0,12,3,7,3,MATRICULADO
1,15,1,1,0,16.3,15,1993,15,0,12,4,14,3,MATRICULADO
1,15,1,6,0,16.3,15,1998,15,0,9,10,19,3,MATRICULADO
1,7,4,5,0,16.3,15,1996,7,1,12,4,5,3,MATRICULADO
2,15,9,5,0,16.3,15,1998,15,0,8,9,27,3,MATRICULADO
2,15,5,3,1,16.3,15,1992,15,1,12,6,20,3,MATRICULADO
1,15,5,3,0,16.3,15,1995,15,1,12,8,13,3,MATRICULADO
1,12,10,1,0,16.3,15,1993,12,1,9,8,12,3,MATRICULADO
2,15,4,6,0,16.3,15,1992,15,0,12,1,26,3,MATRICULADO
1,15,3,7,0,16.3,15,1995,15,1,12,4,16,3,MATRICULADO
1,15,3,3,0,16.3,15,1996,15,0,8,3,4,3,MATRICULADO
1,2,3,3,0,16.29,15,1996,2,0,9,4,16,3,MATRICULADO
1,15,7,3,0,16.29,15,1994,12,0,12,10,19,3,MATRICULADO
1,15,6,3,1,16.29,15,1995,15,0,12,3,7,3,MATRICULADO
1,15,3,1,0,16.29,15,1989,15,1,12,9,23,3,MATRICULADO
2,2,1,3,0,16.29,15,1992,2,1,12,1,26,3,MATRICULADO
4,15,8,1,0,16.29,15,1996,15,1,9,10,19,3,MATRICULADO
1,12,8,12,0,16.29,15,1994,12,0,12,4,14,3,MATRICULADO
1,12,3,4,0,16.29,12,1985,12,1,12,2,3,3,MATRICULADO
1,15,3,4,0,16.29,15,1994,15,0,12,4,16,3,MATRICULADO
1,15,5,4,0,16.29,15,1995,12,1,17,6,20,3,MATRICULADO
1,15,3,3,0,16.29,15,1990,15,1,9,4,16,3,MATRICULADO
1,15,1,10,0,16.29,15,1998,12,1,1,2,2,3,MATRICULADO
1,15,3,1,1,16.28,15,1997,15,1,9,4,6,3,MATRICULADO
1,19,10,8,1,16.28,5,1994,19,1,12,1,24,3,MATRICULADO
2,7,1,8,0,16.27,7,1991,15,0,12,5,8,3,MATRICULADO
5,15,4,4,0,16.27,15,1995,15,0,9,2,2,3,MATRICULADO
1,10,8,12,0,16.25,15,1992,9,0,12,4,14,3,MATRICULADO
1,15,4,3,0,16.25,15,1991,15,0,12,1,26,3,MATRICULADO
1,22,4,2,1,16.25,15,1995,22,1,8,9,27,3,MATRICULADO
1,2,3,5,0,16.25,2,1990,2,1,12,4,6,3,MATRICULADO
1,15,8,8,0,16.25,8,1993,15,1,12,10,19,3,MATRICULADO
1,15,10,1,0,16.25,15,1994,15,1,12,2,3,3,MATRICULADO
1,15,8,7,0,16.25,15,1996,15,0,9,9,15,3,MATRICULADO
1,15,6,3,0,16.24,15,1995,15,1,9,1,24,3,MATRICULADO
1,6,3,1,0,16.24,15,1988,6,0,12,8,12,3,MATRICULADO
1,15,1,5,1,16.23,1,1984,15,0,15,4,5,3,MATRICULADO
1,12,4,6,0,16.23,15,1991,12,0,12,6,9,3,MATRICULADO
1,15,9,4,0,16.23,15,1995,15,1,16,3,7,3,MATRICULADO
1,15,6,6,0,16.23,15,1997,15,0,12,9,21,3,MATRICULADO
1,10,1,5,0,16.23,15,1994,10,1,9,4,16,3,MATRICULADO
1,15,8,3,0,16.23,15,1992,15,1,16,6,9,3,MATRICULADO
2,22,3,1,0,16.22,14,1992,22,1,9,3,7,3,MATRICULADO
1,15,3,3,0,16.22,15,1994,15,0,11,6,9,3,MATRICULADO
1,15,5,3,1,16.22,15,1997,15,0,9,1,24,3,MATRICULADO
1,15,4,5,0,16.22,15,1994,15,1,12,1,1,3,MATRICULADO
1,15,4,4,0,16.22,15,1988,19,1,12,3,4,3,MATRICULADO
1,15,2,7,0,16.22,15,1993,15,1,12,1,1,3,MATRICULADO
1,15,3,6,0,16.21,15,1998,15,0,9,3,7,3,MATRICULADO
1,15,5,4,0,16.21,15,1990,15,1,10,1,26,3,MATRICULADO
1,15,2,7,0,16.21,15,1957,15,1,12,1,1,3,MATRICULADO
2,15,4,1,0,16.21,15,1985,15,1,12,1,26,3,MATRICULADO
1,10,3,5,0,16.21,1,1986,9,0,12,8,12,3,MATRICULADO
1,15,1,12,0,16.21,14,1992,15,1,12,3,4,3,MATRICULADO
1,15,5,4,0,16.21,15,1982,15,0,12,3,4,3,MATRICULADO
1,15,1,3,0,16.21,14,1990,15,1,10,4,6,3,MATRICULADO
1,15,3,8,0,16.21,15,1991,15,1,12,1,1,3,MATRICULADO
1,12,1,1,0,16.21,12,1987,15,0,10,9,21,3,MATRICULADO
1,15,3,4,0,16.21,14,1991,15,1,12,4,5,3,MATRICULADO
1,15,7,5,0,16.2,1,1989,15,1,12,1,26,3,MATRICULADO
1,15,1,5,0,16.2,15,1987,15,0,12,9,15,3,MATRICULADO
1,15,4,4,0,16.2,15,1988,15,0,12,3,7,3,MATRICULADO
1,12,3,3,0,16.2,15,1986,12,0,10,6,20,3,MATRICULADO
1,15,4,4,0,16.19,15,1975,15,1,12,10,19,3,MATRICULADO
1,15,4,4,0,16.19,15,1989,15,1,10,1,1,3,MATRICULADO
1,15,4,4,0,16.19,15,1982,15,1,12,9,15,3,MATRICULADO
1,2,5,4,1,16.19,8,1988,15,0,16,10,19,3,MATRICULADO
1,15,4,4,0,16.19,15,1989,15,1,12,10,19,3,MATRICULADO
1,15,6,3,0,16.19,15,1991,15,0,12,9,27,3,MATRICULADO
1,15,4,5,0,16.18,1,1993,15,0,12,3,4,3,MATRICULADO
2,15,1,1,0,16.18,14,1992,15,1,12,4,6,3,MATRICULADO
1,15,4,3,0,16.18,15,1972,15,0,12,1,1,3,MATRICULADO
1,15,4,3,0,16.18,15,1991,15,0,10,6,20,3,MATRICULADO
1,15,1,5,0,16.18,15,1989,15,0,12,9,15,3,MATRICULADO
1,15,4,5,0,16.18,15,1985,15,1,12,4,16,3,MATRICULADO
1,15,3,3,0,16.18,15,1990,15,1,12,5,17,3,MATRICULADO
1,15,4,4,0,16.18,15,1983,15,1,10,3,4,3,MATRICULADO
1,15,6,4,0,16.17,15,1967,15,0,12,10,19,3,MATRICULADO
1,15,4,3,0,16.17,15,1992,15,1,12,1,1,3,MATRICULADO
1,2,4,1,0,16.17,2,1996,2,1,9,7,22,3,MATRICULADO
1,15,9,12,0,16.17,15,1996,15,0,12,1,24,3,MATRICULADO
1,15,4,1,0,16.17,15,1996,15,0,12,1,1,3,MATRICULADO
1,15,4,4,0,16.17,15,1996,15,1,9,5,18,3,MATRICULADO
1,15,4,4,0,16.17,15,1993,2,0,9,9,25,3,MATRICULADO
1,20,5,8,0,16.17,7,1995,15,0,12,1,26,3,MATRICULADO
1,15,10,4,0,16.16,15,1996,15,0,9,3,7,3,MATRICULADO
1,15,4,4,0,16.16,15,1997,15,0,12,3,7,3,MATRICULADO
1,3,3,4,0,16.15,15,1995,3,1,12,4,16,3,MATRICULADO
1,15,5,1,0,16.15,15,1997,18,1,12,9,25,3,MATRICULADO
1,15,4,3,0,16.15,15,1992,15,1,12,10,19,3,MATRICULADO
1,2,1,2,0,16.15,8,1996,2,0,12,10,19,3,MATRICULADO
1,15,3,3,0,16.15,15,1997,15,1,8,1,24,3,MATRICULADO
1,15,5,3,1,16.15,15,1996,15,1,9,5,17,3,MATRICULADO
1,15,10,5,0,16.14,15,1997,15,0,9,3,4,3,MATRICULADO
1,15,3,5,0,16.14,15,1991,15,1,12,4,5,3,MATRICULADO
1,15,1,6,0,16.14,1,1997,15,1,9,3,7,3,MATRICULADO
1,15,4,3,0,16.14,15,1995,15,1,12,3,7,3,MATRICULADO
1,15,4,3,0,16.13,15,1997,22,0,12,9,27,3,MATRICULADO
1,15,7,7,0,16.13,14,1996,15,0,12,3,4,3,MATRICULADO
1,15,5,11,0,16.12,15,1997,15,0,12,3,4,3,MATRICULADO
1,15,8,3,0,16.12,15,1996,15,0,12,3,7,3,MATRICULADO
1,15,1,8,0,16.12,15,1997,15,1,9,3,7,3,MATRICULADO
1,15,3,6,0,16.12,15,1996,15,0,9,9,21,3,MATRICULADO
1,15,3,4,0,16.12,15,1995,15,0,9,6,9,3,MATRICULADO
1,15,6,4,0,16.12,15,1993,15,1,9,6,10,3,MATRICULADO
1,6,4,1,0,16.09,15,1994,6,1,9,1,26,3,MATRICULADO
1,15,10,8,0,16.09,15,1996,15,0,12,1,1,3,MATRICULADO
1,15,1,3,0,16.09,1,1996,15,0,12,3,4,3,MATRICULADO
1,15,6,8,0,16.09,15,1995,12,1,9,4,6,3,MATRICULADO
1,15,1,5,0,16.08,15,1996,15,1,9,10,19,3,MATRICULADO
1,10,3,3,0,16.08,10,1995,10,1,12,1,1,3,MATRICULADO
1,15,1,4,0,16.08,15,1996,15,1,8,1,26,3,MATRICULADO
1,15,10,8,0,16.08,15,1997,15,1,12,1,26,3,MATRICULADO
1,15,1,6,0,16.08,15,1991,12,0,9,4,16,3,MATRICULADO
1,15,5,1,0,16.08,15,1997,15,0,12,3,7,3,MATRICULADO
2,15,1,6,0,16.08,15,1996,22,0,12,10,19,3,MATRICULADO
1,15,4,3,1,16.07,15,1995,15,1,9,9,25,3,MATRICULADO
1,15,1,8,0,16.07,15,1996,15,0,12,1,24,3,MATRICULADO
1,15,3,3,0,16.07,15,1997,15,0,9,3,7,3,MATRICULADO
1,12,5,1,0,16.07,12,1998,12,0,1,1,1,3,MATRICULADO
1,15,4,3,0,16.07,15,1997,15,0,9,1,24,3,MATRICULADO
1,15,4,4,0,16.07,15,1993,15,1,12,9,21,3,MATRICULADO
2,15,3,3,0,16.07,15,1989,15,1,12,1,1,3,MATRICULADO
1,15,3,4,0,16.07,15,1996,15,1,12,1,24,2,DESERTADO
2,15,7,5,0,16.06,15,1998,15,1,12,1,1,2,DESERTADO
1,15,4,5,0,16.06,15,1993,2,1,9,9,25,2,DESERTADO
1,15,3,6,0,16.06,15,1994,15,0,12,8,12,2,DESERTADO
1,2,10,4,0,16.06,14,1998,2,1,12,6,20,2,DESERTADO
1,20,4,8,0,16.05,7,1995,15,1,12,1,26,2,DESERTADO
1,15,3,4,0,16.05,15,1997,15,1,9,3,4,2,DESERTADO
1,15,8,4,0,16.06,12,1996,15,0,9,4,5,2,DESERTADO
1,15,1,1,0,16.07,14,1996,15,0,9,10,19,2,DESERTADO
1,6,1,6,0,7.92,15,1994,6,0,9,10,19,2,DESERTADO
1,15,4,3,0,17.81,15,1994,15,1,12,10,19,2,DESERTADO
1,2,5,4,0,19.6,14,1996,2,0,12,10,19,2,DESERTADO
1,15,4,5,0,11.56,15,1996,15,1,9,5,17,2,DESERTADO
2,15,4,3,0,12.24,15,1996,7,1,9,10,19,2,DESERTADO
4,7,4,5,0,16.95,14,1995,7,1,9,10,19,2,DESERTADO
1,15,8,6,0,19.96,15,1997,15,1,9,3,4,2,DESERTADO
1,15,9,10,0,11.04,14,1996,15,1,12,3,4,2,DESERTADO
1,15,9,12,0,19.17,15,1996,15,0,12,3,7,2,DESERTADO
1,15,5,1,0,13.32,15,1996,15,0,12,3,7,2,DESERTADO
1,15,3,4,0,15.93,15,1994,15,0,9,8,12,2,DESERTADO
1,15,6,4,0,19.25,15,1997,15,0,12,4,5,2,DESERTADO
1,15,8,6,0,14.69,15,1996,15,1,9,5,17,2,DESERTADO
1,15,4,8,0,15.5,15,1970,15,1,12,8,12,2,DESERTADO
1,6,4,3,0,12.41,15,1994,6,0,9,1,26,2,DESERTADO
2,15,4,3,0,12.42,15,1992,5,1,9,2,3,2,DESERTADO
1,15,3,7,0,16,15,1996,15,0,9,10,19,2,DESERTADO
1,15,5,6,0,15.18,15,1996,15,1,8,3,4,2,DESERTADO
1,15,1,9,0,17.63,15,1992,15,0,12,6,10,2,DESERTADO
1,15,3,4,0,8.17,14,1997,15,0,12,8,12,2,DESERTADO
1,15,4,1,0,8.18,15,1991,15,0,12,3,7,2,DESERTADO
1,15,6,5,0,19.99,15,1994,15,1,9,9,25,2,DESERTADO
1,11,1,4,0,19.1,15,1996,11,1,12,9,25,2,DESERTADO
1,15,3,6,1,13.01,15,1996,15,0,11,3,7,2,DESERTADO
1,2,5,4,0,6.25,15,1988,2,0,9,9,25,2,DESERTADO
1,15,4,3,0,1.98,14,1994,15,1,9,9,23,2,DESERTADO
1,1,1,4,0,9.66,15,1997,1,0,12,1,24,2,DESERTADO
1,15,1,6,0,13.22,15,1993,15,1,9,1,26,2,DESERTADO
1,15,3,4,0,10.67,15,1992,12,0,12,3,4,2,DESERTADO
1,15,6,10,0,7.37,15,1994,9,0,12,2,2,2,DESERTADO
1,15,10,4,0,14.04,15,1997,15,0,9,10,19,2,DESERTADO
1,15,6,1,0,4.36,14,1996,15,0,12,3,4,2,DESERTADO
1,18,10,1,0,3.02,15,1997,15,1,12,3,4,2,DESERTADO
1,15,1,5,0,12.71,15,1998,15,1,8,8,13,2,DESERTADO
1,15,3,1,0,12.75,14,1997,12,0,12,5,17,2,DESERTADO
1,15,7,3,0,19.66,15,1994,15,1,12,5,8,2,DESERTADO
1,15,6,3,0,1.88,15,1996,15,0,12,5,17,2,DESERTADO
1,15,10,5,0,16.47,15,1996,15,0,12,6,9,2,DESERTADO
1,15,7,4,0,2.76,15,1994,15,0,12,5,18,2,DESERTADO
2,12,4,4,0,0.47,15,1996,12,1,12,8,12,2,DESERTADO
2,12,1,3,0,10.69,15,1993,12,0,12,4,6,2,DESERTADO
1,15,3,3,0,18.62,14,1997,15,0,12,10,19,2,DESERTADO
1,15,3,4,0,3.11,15,1996,15,0,12,10,19,2,DESERTADO
1,15,3,4,0,11.16,15,1998,15,0,9,5,18,2,DESERTADO
1,15,5,4,0,11.94,14,1995,19,0,9,3,7,2,DESERTADO
1,7,11,4,0,4.02,7,1995,7,1,12,1,26,2,DESERTADO
1,2,4,1,0,7.07,15,1994,2,1,12,3,4,2,DESERTADO
1,7,3,3,1,2.66,15,1996,15,0,9,5,8,2,DESERTADO
1,15,1,3,0,16.14,15,1995,15,1,12,1,1,2,DESERTADO
1,15,3,3,0,7.5,15,1995,15,1,9,1,26,2,DESERTADO
1,15,4,3,0,6.3,15,1997,15,0,9,8,12,2,DESERTADO
1,15,4,13,0,10.75,15,1995,15,0,12,5,8,2,DESERTADO
1,15,4,1,0,2.65,15,1996,15,1,12,1,26,2,DESERTADO
1,15,4,10,0,5.76,15,1995,15,1,12,8,12,2,DESERTADO
1,15,3,4,0,3.77,15,1997,15,0,12,10,19,2,DESERTADO
1,15,6,3,0,13.07,15,1996,15,0,12,10,19,2,DESERTADO
1,1,8,5,0,19.21,7,1993,1,1,12,10,19,2,DESERTADO
1,15,4,3,1,19.57,15,1995,15,1,12,10,19,2,DESERTADO
1,15,9,4,0,17.51,15,1992,15,0,12,5,17,2,DESERTADO
1,15,2,10,0,12.17,15,1985,15,1,12,1,24,2,DESERTADO
1,7,5,7,0,14.37,15,1996,15,0,12,8,12,2,DESERTADO
1,1,3,6,0,16,15,1997,1,1,12,8,12,2,DESERTADO
2,2,4,5,0,18.53,14,1996,2,1,9,7,11,2,DESERTADO
1,15,7,3,0,2.31,15,1998,15,0,12,5,17,2,DESERTADO
1,15,3,6,1,9.81,12,1996,15,0,9,3,7,2,DESERTADO
1,15,1,1,0,13.95,15,1997,15,1,12,1,24,2,DESERTADO
1,15,3,7,0,11.81,15,1989,15,0,12,5,8,2,DESERTADO
1,7,1,4,0,1.63,12,1995,7,1,9,4,6,2,DESERTADO
1,22,4,1,0,12.49,15,1993,22,0,12,3,4,2,DESERTADO
1,15,4,4,0,8.55,13,1995,15,0,12,5,18,2,DESERTADO
1,15,4,3,0,1.95,15,1996,15,1,12,8,12,2,DESERTADO
1,15,2,4,0,5.8,12,1989,15,0,16,4,5,2,DESERTADO
1,15,1,4,0,2.71,12,1989,15,1,12,2,2,2,DESERTADO
